id,ticket_id,priority,status,category,subject,description,created_date,resolved_date,assigned_to,created_at
581,dcf54eb0,Low,In Progress,Network,Email not working,Email not working (Network) — ticket dcf54eb0.,3/5/2024,3/12/2024,Alice,2024-03-05T11:55:00
582,6db903b8,Medium,Closed,Security,VPN problem,VPN problem reported; Grace handling; Medium.,5/9/2024,,Grace,2024-05-09T16:37:00
583,266086cb,Low,Closed,Hardware,Software install request,Low - Software install request. Assigned: Frank.,8/26/2024,8/27/2024,Frank,2024-08-26T09:47:00
584,c97dda6e,High,Open,Security,Email not working,Email not working; Security; assigned Eve.,1/28/2024,2/2/2024,Eve,2024-01-28T00:36:00
585,e51aad7a,High,Closed,Security,Software install request,High priority: Software install request (Security).,6/2/2024,6/5/2024,Grace,2024-06-02T01:37:00
586,f16fdab9,High,Closed,Software,VPN problem,VPN problem — Software ticket assigned to Grace.,10/16/2024,10/24/2024,Grace,2024-10-16T16:48:00
587,8738f93a,Critical,Resolved,Security,VPN problem,Critical priority: VPN problem (Security).,10/21/2024,10/29/2024,Alice,2024-10-21T05:23:00
588,203c0089,Medium,Resolved,Security,Email not working,Email not working reported; Alice handling; Medium.,4/18/2024,4/24/2024,Alice,2024-04-18T13:24:00
589,98526ca7,High,Resolved,Security,Computer slow,Security issue: Computer slow — see ticket 98526ca7.,4/17/2024,,Bob,2024-04-17T05:21:00
590,10ccc80c,High,Resolved,Network,Login issue,Eve to resolve Login issue in Network.,10/27/2024,11/5/2024,Eve,2024-10-27T15:01:00
591,b2abe331,High,In Progress,Software,Login issue,Login issue; Software; assigned Bob.,2/25/2024,2/28/2024,Bob,2024-02-25T16:06:00
592,85b53507,Low,In Progress,Software,Software install request,Low - Software install request. Assigned: Bob.,3/23/2024,3/25/2024,Bob,2024-03-23T00:59:00
593,12f74ef5,Medium,In Progress,Access,Software install request,Medium - Software install request. Assigned: Grace.,10/21/2024,10/31/2024,Grace,2024-10-21T17:56:00
594,2c6027f0,Critical,Resolved,Software,VPN problem,VPN problem; Software; assigned Bob.,6/26/2024,6/28/2024,Bob,2024-06-26T22:38:00
595,4baf3bd8,Critical,Closed,Hardware,Login issue,Login issue reported; Grace handling; Critical.,9/6/2024,9/14/2024,Grace,2024-09-06T07:00:00
596,bd594e6c,High,Open,Software,Email not working,Email not working (Software) — ticket bd594e6c.,6/23/2024,,Eve,2024-06-23T10:26:00
597,06c75b83,Low,In Progress,Access,Email not working,Email not working (Access) — ticket 06c75b83.,2/5/2024,2/8/2024,Frank,2024-02-05T04:41:00
598,f65ee926,High,In Progress,Hardware,VPN problem,Hardware issue: VPN problem — see ticket f65ee926.,6/22/2024,6/22/2024,Eve,2024-06-22T15:21:00
599,4846e0fc,Critical,In Progress,Security,Software install request,Critical priority: Software install request (Security).,9/3/2024,9/13/2024,Alice,2024-09-03T19:41:00
600,075bc03d,High,In Progress,Access,Computer slow,Computer slow — Access ticket assigned to Frank.,7/31/2024,8/11/2024,Frank,2024-07-31T21:43:00
601,61ffea51,Low,Resolved,Network,Email not working,David to resolve Email not working in Network.,6/18/2024,,David,2024-06-18T16:42:00
602,770c3b98,Critical,Resolved,Access,Email not working,Email not working reported; David handling; Critical.,1/10/2024,1/16/2024,David,2024-01-10T14:06:00
603,8bb0f867,Low,Open,Access,Computer slow,David to resolve Computer slow in Access.,8/15/2024,8/17/2024,David,2024-08-15T05:15:00
604,b0e99d0c,High,In Progress,Software,Email not working,Email not working; Software; assigned Carol.,6/25/2024,6/27/2024,Carol,2024-06-25T19:34:00
605,290245ec,Critical,In Progress,Security,Email not working,Critical priority: Email not working (Security).,8/14/2024,8/18/2024,Eve,2024-08-14T22:31:00
606,ee432f55,Low,Resolved,Hardware,Email not working,Help Grace with Email not working (Hardware).,5/20/2024,5/29/2024,Grace,2024-05-20T10:42:00
607,c74a8bd7,High,Open,Security,Login issue,Security issue: Login issue — see ticket c74a8bd7.,3/13/2024,3/17/2024,Grace,2024-03-13T08:54:00
608,fb8ab3da,Critical,Open,Network,Email not working,Critical priority: Email not working (Network).,7/7/2024,7/15/2024,Frank,2024-07-07T23:26:00
609,614e0500,Medium,Resolved,Security,VPN problem,VPN problem; Security; assigned David.,1/4/2024,1/9/2024,David,2024-01-04T04:27:00
610,dc199d18,Critical,Closed,Hardware,Software install request,Hardware issue: Software install request — see ticket dc199d18.,6/15/2024,,Carol,2024-06-15T22:14:00
611,84e76530,High,Closed,Software,Email not working,Email not working; Software; assigned Alice.,4/2/2024,4/11/2024,Alice,2024-04-02T12:05:00
612,22d6ac66,Critical,Closed,Network,Email not working,Email not working (Network) — ticket 22d6ac66.,9/4/2024,9/15/2024,Eve,2024-09-04T22:36:00
613,e90619ee,Medium,Resolved,Software,Login issue,Login issue; Software; assigned Frank.,8/25/2024,9/3/2024,Frank,2024-08-25T16:38:00
614,8637b8fe,High,Closed,Access,Login issue,Help Alice with Login issue (Access).,4/8/2024,4/10/2024,Alice,2024-04-08T14:54:00
615,4a6f0c7d,High,Closed,Access,VPN problem,Access - VPN problem. Priority: High.,3/19/2024,3/20/2024,Grace,2024-03-19T16:35:00
616,59601625,High,Resolved,Software,Software install request,Help Grace with Software install request (Software).,10/23/2024,10/26/2024,Grace,2024-10-23T04:04:00
617,c1f2dbf8,Critical,Closed,Software,Software install request,Critical priority: Software install request (Software).,9/1/2024,9/10/2024,Carol,2024-09-01T09:15:00
618,478744cf,High,Closed,Hardware,VPN problem,VPN problem — Hardware ticket assigned to Carol.,10/17/2024,10/18/2024,Carol,2024-10-17T19:22:00
619,a7b4cb1b,Medium,Resolved,Security,Login issue,Carol to resolve Login issue in Security.,1/1/2024,1/5/2024,Carol,2024-01-01T05:46:00
620,8ccd5bdb,Critical,In Progress,Security,Computer slow,Alice to resolve Computer slow in Security.,4/21/2024,4/25/2024,Alice,2024-04-21T02:22:00
621,9864b513,Low,Closed,Network,Software install request,Software install request; Network; assigned Eve.,6/6/2024,6/17/2024,Eve,2024-06-06T18:31:00
622,8d7887e4,Medium,Open,Software,VPN problem,Help Bob with VPN problem (Software).,1/14/2024,1/21/2024,Bob,2024-01-14T18:49:00
623,6e2ee104,Critical,Resolved,Hardware,Computer slow,Frank to resolve Computer slow in Hardware.,3/31/2024,3/31/2024,Frank,2024-03-31T06:11:00
624,101b7370,High,Closed,Software,Email not working,Help Frank with Email not working (Software).,4/23/2024,,Frank,2024-04-23T08:44:00
625,ef13c1d3,Critical,In Progress,Hardware,Email not working,David to resolve Email not working in Hardware.,9/19/2024,,David,2024-09-19T22:00:00
626,334898a6,Critical,Closed,Hardware,VPN problem,VPN problem; Hardware; assigned Bob.,4/30/2024,5/3/2024,Bob,2024-04-30T11:06:00
627,f15d9088,Medium,Resolved,Network,Email not working,Email not working (Network) — ticket f15d9088.,4/25/2024,5/1/2024,David,2024-04-25T16:13:00
628,d51e3b40,Medium,Closed,Security,Computer slow,Security issue: Computer slow — see ticket d51e3b40.,8/6/2024,8/13/2024,Eve,2024-08-06T13:22:00
629,da529848,Medium,Resolved,Hardware,Software install request,Help Bob with Software install request (Hardware).,4/6/2024,4/15/2024,Bob,2024-04-06T03:56:00
630,99144bf1,Low,Resolved,Hardware,Software install request,Help David with Software install request (Hardware).,1/6/2024,1/7/2024,David,2024-01-06T02:13:00
631,a572091b,Low,Resolved,Access,VPN problem,Access - VPN problem. Priority: Low.,1/8/2024,1/17/2024,Alice,2024-01-08T16:40:00
632,93423b2b,High,Closed,Software,Email not working,Email not working — Software ticket assigned to Carol.,2/20/2024,3/2/2024,Carol,2024-02-20T06:07:00
633,cd8e743d,Medium,Open,Access,VPN problem,Grace to resolve VPN problem in Access.,8/7/2024,8/14/2024,Grace,2024-08-07T17:34:00
634,5b9fbab6,Low,Resolved,Security,Login issue,Login issue reported; Eve handling; Low.,8/15/2024,8/19/2024,Eve,2024-08-15T23:56:00
635,3e96255c,Low,Open,Security,Software install request,Software install request — Security ticket assigned to Eve.,9/15/2024,,Eve,2024-09-15T02:38:00
636,cb37b386,Medium,In Progress,Access,Email not working,Medium priority: Email not working (Access).,6/10/2024,,Grace,2024-06-10T12:05:00
637,d8121ff5,Low,Open,Software,Login issue,Bob to resolve Login issue in Software.,5/26/2024,6/6/2024,Bob,2024-05-26T18:14:00
638,4b54d9d0,Critical,Open,Hardware,Login issue,Hardware - Login issue. Priority: Critical.,2/17/2024,2/17/2024,Frank,2024-02-17T05:54:00
639,f24fa37d,Low,Resolved,Network,Computer slow,Network issue: Computer slow — see ticket f24fa37d.,5/17/2024,5/28/2024,Alice,2024-05-17T23:03:00
640,22837137,Low,Resolved,Security,VPN problem,VPN problem (Security) — ticket 22837137.,3/17/2024,3/25/2024,Grace,2024-03-17T02:23:00
641,134d0c1a,Critical,Open,Security,Email not working,Email not working (Security) — ticket 134d0c1a.,7/10/2024,7/21/2024,Bob,2024-07-10T20:35:00
642,1744f1a3,High,Open,Network,Login issue,High - Login issue. Assigned: David.,2/20/2024,2/29/2024,David,2024-02-20T20:07:00
643,63849fa6,High,Closed,Hardware,Login issue,Hardware issue: Login issue — see ticket 63849fa6.,6/19/2024,6/25/2024,Grace,2024-06-19T13:40:00
644,a8214e1f,Low,Open,Network,Computer slow,Help Alice with Computer slow (Network).,3/30/2024,3/30/2024,Alice,2024-03-30T10:00:00
645,df4687c3,Medium,Open,Security,Email not working,Email not working reported; Grace handling; Medium.,6/18/2024,6/24/2024,Grace,2024-06-18T10:53:00
646,8ceee451,Critical,In Progress,Network,Email not working,Critical - Email not working. Assigned: Grace.,2/12/2024,2/22/2024,Grace,2024-02-12T12:14:00
647,79a81d1b,Critical,Open,Network,Email not working,Network - Email not working. Priority: Critical.,6/17/2024,6/18/2024,Carol,2024-06-17T09:17:00
648,96a96455,Medium,In Progress,Network,VPN problem,Help Eve with VPN problem (Network).,10/1/2024,10/7/2024,Eve,2024-10-01T01:20:00
649,a24b0d35,Medium,Open,Network,Computer slow,Help Eve with Computer slow (Network).,10/4/2024,10/14/2024,Eve,2024-10-04T14:23:00
650,897f327a,Medium,Open,Access,Email not working,Help Grace with Email not working (Access).,4/18/2024,4/19/2024,Grace,2024-04-18T04:00:00
651,047836d5,Medium,Resolved,Security,Login issue,Login issue reported; Frank handling; Medium.,9/11/2024,9/17/2024,Frank,2024-09-11T18:20:00
652,d4cb9636,Low,Closed,Hardware,Software install request,Low - Software install request. Assigned: David.,5/20/2024,,David,2024-05-20T07:38:00
653,9fe7b587,Critical,Closed,Software,Software install request,Software install request; Software; assigned Frank.,5/18/2024,5/27/2024,Frank,2024-05-18T10:46:00
654,681be7b7,Medium,In Progress,Network,Computer slow,Frank to resolve Computer slow in Network.,2/17/2024,2/18/2024,Frank,2024-02-17T08:05:00
655,a9a80a34,High,In Progress,Software,Computer slow,Computer slow reported; Bob handling; High.,4/20/2024,4/28/2024,Bob,2024-04-20T01:47:00
656,17e7a8ce,Critical,Open,Security,Computer slow,Security - Computer slow. Priority: Critical.,7/6/2024,7/10/2024,Eve,2024-07-06T16:59:00
657,314d2e1a,Critical,In Progress,Hardware,Login issue,Hardware issue: Login issue — see ticket 314d2e1a.,8/27/2024,8/28/2024,Grace,2024-08-27T15:20:00
658,9e889321,Medium,Resolved,Network,Computer slow,Network issue: Computer slow — see ticket 9e889321.,5/3/2024,5/12/2024,Bob,2024-05-03T03:22:00
659,57ceb8b0,Critical,Closed,Hardware,VPN problem,VPN problem — Hardware ticket assigned to Grace.,1/10/2024,1/18/2024,Grace,2024-01-10T04:07:00
660,b11a737f,Low,Resolved,Hardware,VPN problem,VPN problem reported; Bob handling; Low.,5/18/2024,5/21/2024,Bob,2024-05-18T20:30:00
661,39d869b8,High,Closed,Security,Software install request,Software install request (Security) — ticket 39d869b8.,6/6/2024,,Eve,2024-06-06T13:49:00
662,9fa0fbab,High,Closed,Network,Software install request,Network - Software install request. Priority: High.,7/22/2024,7/30/2024,Carol,2024-07-22T12:30:00
663,83caad93,High,Closed,Network,Login issue,David to resolve Login issue in Network.,8/31/2024,9/1/2024,David,2024-08-31T03:08:00
664,927e91a7,Critical,Resolved,Network,Computer slow,Computer slow — Network ticket assigned to Grace.,9/21/2024,9/27/2024,Grace,2024-09-21T12:38:00
665,b4efa14e,Critical,Resolved,Access,Login issue,Access - Login issue. Priority: Critical.,8/11/2024,8/20/2024,Alice,2024-08-11T16:43:00
666,5a298e18,Low,In Progress,Network,VPN problem,Help Frank with VPN problem (Network).,5/23/2024,,Frank,2024-05-23T20:52:00
667,41180b7d,Critical,Resolved,Hardware,Software install request,Software install request — Hardware ticket assigned to Frank.,1/9/2024,,Frank,2024-01-09T09:45:00
668,28bcc0b8,Critical,In Progress,Access,VPN problem,VPN problem reported; David handling; Critical.,9/12/2024,9/20/2024,David,2024-09-12T14:01:00
669,2f302606,Critical,In Progress,Security,VPN problem,Help David with VPN problem (Security).,10/15/2024,10/18/2024,David,2024-10-15T01:19:00
670,6120c33f,Low,Resolved,Security,Login issue,Alice to resolve Login issue in Security.,2/15/2024,2/17/2024,Alice,2024-02-15T10:39:00
671,302ee875,High,In Progress,Access,Computer slow,Access - Computer slow. Priority: High.,6/9/2024,6/10/2024,David,2024-06-09T16:32:00
672,5e7ad800,Low,Closed,Hardware,Email not working,Email not working; Hardware; assigned Grace.,9/13/2024,9/16/2024,Grace,2024-09-13T06:04:00
673,3bc14914,Low,Closed,Security,Software install request,Security - Software install request. Priority: Low.,7/30/2024,8/3/2024,Alice,2024-07-30T22:58:00
674,1ba28b0f,Low,Open,Software,Email not working,Low - Email not working. Assigned: Carol.,7/25/2024,,Carol,2024-07-25T20:06:00
675,fec78acd,High,Resolved,Access,Computer slow,Computer slow; Access; assigned Bob.,7/5/2024,7/13/2024,Bob,2024-07-05T21:59:00
676,d6e0c258,Critical,Resolved,Software,VPN problem,VPN problem reported; Eve handling; Critical.,6/14/2024,6/21/2024,Eve,2024-06-14T18:04:00
677,c1754d14,High,Resolved,Security,Login issue,Login issue (Security) — ticket c1754d14.,1/14/2024,,Grace,2024-01-14T22:56:00
678,ea1dd30e,Medium,Closed,Access,Software install request,Software install request reported; Frank handling; Medium.,8/19/2024,,Frank,2024-08-19T01:45:00
679,5be70900,Medium,Closed,Security,Email not working,Help Frank with Email not working (Security).,5/29/2024,6/9/2024,Frank,2024-05-29T22:52:00
680,9642712,Low,Resolved,Network,Computer slow,Network issue: Computer slow — see ticket 09642712.,4/7/2024,4/13/2024,Bob,2024-04-07T09:56:00
681,5159fa84,Low,In Progress,Access,Login issue,David to resolve Login issue in Access.,1/19/2024,1/22/2024,David,2024-01-19T21:37:00
682,25e270de,Medium,In Progress,Software,Computer slow,Computer slow — Software ticket assigned to Carol.,5/19/2024,5/24/2024,Carol,2024-05-19T18:18:00
683,552086d3,Critical,Resolved,Security,Login issue,Critical priority: Login issue (Security).,3/9/2024,3/16/2024,Eve,2024-03-09T13:26:00
684,c62a3cc7,Critical,In Progress,Software,Email not working,Software - Email not working. Priority: Critical.,4/1/2024,4/4/2024,David,2024-04-01T16:58:00
685,35ce8419,High,Closed,Network,Login issue,Network - Login issue. Priority: High.,3/21/2024,3/30/2024,Eve,2024-03-21T09:52:00
686,c4dba712,Medium,Open,Software,Login issue,Login issue — Software ticket assigned to Eve.,10/1/2024,10/5/2024,Eve,2024-10-01T00:54:00
687,2ffde80b,Low,Resolved,Network,Login issue,Frank to resolve Login issue in Network.,10/25/2024,11/3/2024,Frank,2024-10-25T22:06:00
688,4c260d4a,High,Resolved,Access,Email not working,Access issue: Email not working — see ticket 4c260d4a.,3/30/2024,4/6/2024,David,2024-03-30T23:07:00
689,916f1276,Critical,Open,Access,Login issue,Critical - Login issue. Assigned: David.,8/21/2024,9/1/2024,David,2024-08-21T14:05:00
690,ac85d9a5,Low,Closed,Security,VPN problem,VPN problem (Security) — ticket ac85d9a5.,4/27/2024,5/8/2024,David,2024-04-27T10:10:00
691,4ab38619,Critical,Resolved,Security,Login issue,Security issue: Login issue — see ticket 4ab38619.,7/30/2024,,David,2024-07-30T00:31:00
692,e01bb550,Low,Open,Hardware,Email not working,Low priority: Email not working (Hardware).,6/20/2024,,Alice,2024-06-20T20:49:00
693,6579052,Low,Closed,Security,Software install request,Security - Software install request. Priority: Low.,6/18/2024,6/28/2024,Alice,2024-06-18T04:18:00
694,f92dd2a0,Medium,Closed,Network,Software install request,Software install request reported; Grace handling; Medium.,5/5/2024,5/14/2024,Grace,2024-05-05T10:35:00
695,8383046f,Medium,Open,Hardware,Software install request,Software install request; Hardware; assigned Eve.,2/15/2024,2/24/2024,Eve,2024-02-15T12:20:00
696,6f566443,High,Closed,Hardware,Email not working,Hardware - Email not working. Priority: High.,6/23/2024,6/28/2024,Eve,2024-06-23T18:27:00
697,f60f3d66,Medium,Resolved,Software,VPN problem,Software issue: VPN problem — see ticket f60f3d66.,1/17/2024,1/20/2024,Eve,2024-01-17T17:10:00
698,8d5c372a,Critical,Resolved,Access,Software install request,David to resolve Software install request in Access.,5/28/2024,5/31/2024,David,2024-05-28T21:45:00
699,70dd0bfe,High,Resolved,Security,Email not working,Email not working — Security ticket assigned to Eve.,5/22/2024,5/30/2024,Eve,2024-05-22T08:01:00
700,51a5be03,High,Closed,Security,Software install request,Help Carol with Software install request (Security).,5/3/2024,5/13/2024,Carol,2024-05-03T16:38:00
701,b3216d49,Critical,In Progress,Network,Email not working,Frank to resolve Email not working in Network.,1/31/2024,2/4/2024,Frank,2024-01-31T18:22:00
702,b97645bc,Low,Closed,Software,Email not working,Email not working (Software) — ticket b97645bc.,7/6/2024,7/9/2024,Frank,2024-07-06T20:46:00
703,8f20be0f,Medium,Closed,Hardware,Login issue,Login issue; Hardware; assigned Bob.,4/20/2024,,Bob,2024-04-20T10:29:00
704,bbdc6147,Medium,Resolved,Hardware,Software install request,Hardware - Software install request. Priority: Medium.,7/20/2024,7/29/2024,Carol,2024-07-20T03:49:00
705,80095a96,Medium,In Progress,Access,Email not working,Email not working — Access ticket assigned to Alice.,5/17/2024,5/23/2024,Alice,2024-05-17T07:55:00
706,04f01e4b,Critical,Open,Security,Software install request,Critical priority: Software install request (Security).,4/7/2024,,Eve,2024-04-07T02:04:00
707,f826c27e,High,Closed,Hardware,Login issue,Help Grace with Login issue (Hardware).,6/25/2024,6/27/2024,Grace,2024-06-25T08:02:00
708,2837b58c,Medium,In Progress,Access,Computer slow,Access issue: Computer slow — see ticket 2837b58c.,2/10/2024,2/17/2024,Alice,2024-02-10T15:45:00
709,30008360,Low,Resolved,Software,Email not working,Email not working — Software ticket assigned to Eve.,6/11/2024,6/13/2024,Eve,2024-06-11T09:54:00
710,4d975297,High,Open,Access,Software install request,High - Software install request. Assigned: Alice.,6/27/2024,6/27/2024,Alice,2024-06-27T17:00:00
711,813f03fd,Critical,In Progress,Network,Login issue,Network - Login issue. Priority: Critical.,3/9/2024,3/17/2024,Eve,2024-03-09T08:22:00
712,c9067d6d,Medium,Open,Software,Email not working,Help Frank with Email not working (Software).,10/8/2024,10/12/2024,Frank,2024-10-08T14:13:00
713,abb6fe9e,Medium,Resolved,Network,VPN problem,David to resolve VPN problem in Network.,5/18/2024,5/28/2024,David,2024-05-18T08:47:00
714,d61ca189,High,In Progress,Hardware,VPN problem,High - VPN problem. Assigned: Frank.,7/10/2024,7/12/2024,Frank,2024-07-10T06:24:00
715,0dda746c,Low,Resolved,Software,Email not working,Software issue: Email not working — see ticket 0dda746c.,10/21/2024,10/23/2024,David,2024-10-21T23:02:00
716,b0b86fab,Low,Closed,Security,Software install request,Low - Software install request. Assigned: Grace.,8/3/2024,8/8/2024,Grace,2024-08-03T23:26:00
717,422e3da5,Medium,In Progress,Access,Computer slow,Computer slow reported; Alice handling; Medium.,10/11/2024,10/21/2024,Alice,2024-10-11T23:25:00
718,bdd3e808,Medium,In Progress,Access,Email not working,Access issue: Email not working — see ticket bdd3e808.,2/7/2024,2/14/2024,Alice,2024-02-07T09:42:00
719,f4a7b4ba,Critical,Closed,Network,VPN problem,VPN problem (Network) — ticket f4a7b4ba.,6/16/2024,6/26/2024,Alice,2024-06-16T23:56:00
720,81e036fd,High,Closed,Network,Computer slow,Help Grace with Computer slow (Network).,5/12/2024,5/22/2024,Grace,2024-05-12T06:45:00
721,cb026856,Medium,In Progress,Network,VPN problem,Network issue: VPN problem — see ticket cb026856.,6/1/2024,6/7/2024,Frank,2024-06-01T08:34:00
722,3a2eda8c,High,Closed,Hardware,Email not working,Hardware - Email not working. Priority: High.,2/14/2024,2/20/2024,Eve,2024-02-14T12:18:00
723,6a6d6857,Low,Open,Security,Computer slow,Help Bob with Computer slow (Security).,3/13/2024,3/20/2024,Bob,2024-03-13T18:12:00
724,b03f20cd,Low,Resolved,Security,Login issue,Login issue (Security) — ticket b03f20cd.,3/31/2024,4/6/2024,Alice,2024-03-31T15:02:00
725,efefa164,Medium,Resolved,Access,VPN problem,Access - VPN problem. Priority: Medium.,5/18/2024,5/19/2024,Grace,2024-05-18T20:08:00
726,23249d8a,Critical,Closed,Hardware,Login issue,Login issue — Hardware ticket assigned to David.,9/3/2024,9/13/2024,David,2024-09-03T14:32:00
727,c11a6511,High,In Progress,Network,Software install request,Software install request reported; Eve handling; High.,4/19/2024,4/22/2024,Eve,2024-04-19T10:24:00
728,7.88E+103,Critical,In Progress,Software,VPN problem,Critical priority: VPN problem (Software).,2/22/2024,3/2/2024,Bob,2024-02-22T22:18:00
729,6dd30b70,Low,In Progress,Network,Login issue,Login issue — Network ticket assigned to Frank.,7/14/2024,,Frank,2024-07-14T11:21:00
730,5069dbec,Critical,In Progress,Software,Email not working,Software issue: Email not working — see ticket 5069dbec.,3/2/2024,3/5/2024,Frank,2024-03-02T01:17:00
731,dbaf57c9,Medium,Open,Network,Email not working,Medium - Email not working. Assigned: David.,8/25/2024,8/29/2024,David,2024-08-25T05:59:00
732,fc27baab,Critical,Open,Security,VPN problem,VPN problem (Security) — ticket fc27baab.,4/8/2024,4/13/2024,Frank,2024-04-08T11:20:00
733,d5b88511,Medium,Resolved,Network,Login issue,Login issue; Network; assigned Grace.,3/16/2024,,Grace,2024-03-16T01:25:00
734,650a02f1,Critical,In Progress,Access,Email not working,Email not working reported; Grace handling; Critical.,8/5/2024,8/11/2024,Grace,2024-08-05T03:18:00
735,e0da7d2e,High,Closed,Software,VPN problem,Alice to resolve VPN problem in Software.,3/21/2024,3/22/2024,Alice,2024-03-21T00:44:00
736,eda0a1ba,Medium,Closed,Hardware,Login issue,Login issue reported; Frank handling; Medium.,6/26/2024,6/27/2024,Frank,2024-06-26T14:39:00
737,c2917a1d,Critical,In Progress,Hardware,Computer slow,Hardware issue: Computer slow — see ticket c2917a1d.,10/17/2024,,Bob,2024-10-17T04:17:00
738,1469d925,High,Closed,Hardware,Computer slow,Hardware - Computer slow. Priority: High.,4/20/2024,4/28/2024,David,2024-04-20T20:31:00
739,c91c1905,Critical,Resolved,Access,Login issue,Critical - Login issue. Assigned: Bob.,1/3/2024,,Bob,2024-01-03T09:06:00
740,352c202b,High,In Progress,Hardware,Software install request,Software install request (Hardware) — ticket 352c202b.,4/30/2024,5/4/2024,Bob,2024-04-30T10:09:00
741,9ed9f95f,Medium,Open,Software,Software install request,David to resolve Software install request in Software.,1/9/2024,1/14/2024,David,2024-01-09T05:34:00
742,fd8bbae6,Low,In Progress,Access,Email not working,Email not working reported; David handling; Low.,3/30/2024,4/6/2024,David,2024-03-30T06:55:00
743,04f1c042,Critical,Open,Software,Login issue,Login issue reported; Bob handling; Critical.,8/31/2024,9/1/2024,Bob,2024-08-31T20:56:00
744,1ec3c573,High,In Progress,Network,Software install request,Network - Software install request. Priority: High.,7/9/2024,,Carol,2024-07-09T10:00:00
745,3e227af5,Low,Closed,Software,Computer slow,Software issue: Computer slow — see ticket 3e227af5.,5/23/2024,5/29/2024,Carol,2024-05-23T09:09:00
746,264a398d,Critical,In Progress,Software,Software install request,Software install request reported; Carol handling; Critical.,2/26/2024,3/3/2024,Carol,2024-02-26T20:03:00
747,6bbc9d06,Critical,Resolved,Security,Email not working,Frank to resolve Email not working in Security.,8/29/2024,9/9/2024,Frank,2024-08-29T23:22:00
748,b1893b51,Critical,In Progress,Network,Login issue,Login issue (Network) — ticket b1893b51.,9/7/2024,9/18/2024,Grace,2024-09-07T07:04:00
749,5cfd8342,Critical,Open,Hardware,Computer slow,Computer slow reported; Eve handling; Critical.,2/10/2024,2/13/2024,Eve,2024-02-10T03:56:00
750,f0627c77,High,Open,Security,Email not working,Help Bob with Email not working (Security).,7/8/2024,7/15/2024,Bob,2024-07-08T01:12:00
751,114b8650,High,Resolved,Access,Email not working,Access - Email not working. Priority: High.,8/20/2024,8/26/2024,Alice,2024-08-20T18:45:00
752,7529fddc,Critical,Resolved,Network,Computer slow,Help Frank with Computer slow (Network).,8/23/2024,9/2/2024,Frank,2024-08-23T17:00:00
753,59493fcd,High,Resolved,Security,Email not working,Security - Email not working. Priority: High.,4/22/2024,5/1/2024,David,2024-04-22T15:37:00
754,b3d3879d,Low,In Progress,Software,Computer slow,Low priority: Computer slow (Software).,5/25/2024,5/29/2024,Eve,2024-05-25T08:14:00
755,0217c6a0,Medium,Open,Hardware,Login issue,Hardware issue: Login issue — see ticket 0217c6a0.,5/9/2024,5/11/2024,David,2024-05-09T19:25:00
756,465c6cde,Low,In Progress,Network,Email not working,Frank to resolve Email not working in Network.,9/22/2024,9/26/2024,Frank,2024-09-22T08:25:00
757,9eb6876e,Critical,Resolved,Security,VPN problem,VPN problem — Security ticket assigned to Alice.,7/1/2024,7/8/2024,Alice,2024-07-01T03:43:00
758,a68c1d1e,High,In Progress,Network,VPN problem,High - VPN problem. Assigned: Carol.,2/22/2024,3/3/2024,Carol,2024-02-22T17:03:00
759,82a5eb57,Low,Open,Security,Computer slow,Computer slow reported; Frank handling; Low.,10/6/2024,10/6/2024,Frank,2024-10-06T17:19:00
760,cb3fc7b6,Medium,Open,Software,Software install request,Software install request reported; Eve handling; Medium.,8/17/2024,,Eve,2024-08-17T22:57:00
761,f9354cf2,Medium,In Progress,Network,Software install request,Software install request — Network ticket assigned to Eve.,7/29/2024,8/7/2024,Eve,2024-07-29T00:08:00
762,ac254048,Medium,Closed,Access,VPN problem,VPN problem (Access) — ticket ac254048.,9/30/2024,10/8/2024,Grace,2024-09-30T06:44:00
763,dba8fe9d,Medium,Resolved,Hardware,Computer slow,Grace to resolve Computer slow in Hardware.,6/6/2024,6/12/2024,Grace,2024-06-06T21:43:00
764,1a3fed37,High,Resolved,Software,Software install request,Software - Software install request. Priority: High.,5/22/2024,5/24/2024,Bob,2024-05-22T06:16:00
765,2884c9fc,High,Closed,Software,Email not working,High - Email not working. Assigned: Eve.,7/1/2024,7/11/2024,Eve,2024-07-01T00:23:00
766,2b25c6eb,Medium,Open,Software,Software install request,Software install request — Software ticket assigned to Alice.,10/22/2024,,Alice,2024-10-22T08:40:00
767,ccb806b8,Critical,Resolved,Access,VPN problem,VPN problem — Access ticket assigned to Carol.,10/8/2024,10/13/2024,Carol,2024-10-08T11:08:00
768,40eac2d0,High,Closed,Hardware,VPN problem,High priority: VPN problem (Hardware).,1/4/2024,1/9/2024,David,2024-01-04T10:52:00
769,da5c89f4,Critical,Resolved,Hardware,Email not working,Email not working; Hardware; assigned Carol.,5/15/2024,5/16/2024,Carol,2024-05-15T20:26:00
770,7.66E+20,Critical,Resolved,Network,Software install request,Bob to resolve Software install request in Network.,9/30/2024,10/6/2024,Bob,2024-09-30T08:54:00
771,687d3542,Critical,In Progress,Network,VPN problem,Critical priority: VPN problem (Network).,3/8/2024,,Frank,2024-03-08T17:58:00
772,8e920ccc,Low,Resolved,Security,Computer slow,Security - Computer slow. Priority: Low.,8/16/2024,8/16/2024,Alice,2024-08-16T01:49:00
